case_id,amount,account_age_days,velocity_24h,device_trust_score,prior_chargebacks,risk_score,channel,fraud
case_000047,43.844932,371.03279,2,0.722031,0,0.003393646281,in_store,0
case_000048,27.985581,33.060099,1,0.28231,0,0.065168561631,web,0
case_000049,36.776652,105.881237,1,0.892328,1,0.00412165348,in_store,0
case_000050,38.849826,362.419286,2,0.654337,0,0.004824121947,in_store,0
case_000051,7.085492,1123.807818,2,0.784247,0,0.000548628799,in_store,0
case_000052,96.91803,2029.054052,1,0.952191,0,0.000552157825,in_store,0
case_000053,37.017865,555.310806,2,0.866489,0,0.001413857132,web,0
case_000054,40.297591,345.739972,0,0.844471,0,0.000698103266,in_store,0
case_000055,28.860352,355.006754,2,0.788948,0,0.002232979043,web,0
case_000056,26.749748,452.735179,0,0.812405,0,0.000781978762,web,0
case_000057,45.081753,3636.796947,2,0.521223,0,0.007964527032,web,0
case_000058,11.831393,1190.426864,3,0.693409,0,0.002439452054,web,0
case_000059,9.371448,413.210611,3,0.941012,0,0.000616245461,web,0
case_000060,39.197043,965.248275,2,0.697689,0,0.002787507686,in_store,0
case_000061,19.030928,444.812812,3,0.68027,0,0.006997280957,mobile,0
case_000062,22.550917,371.476144,1,0.875279,0,0.000579892005,in_store,0
case_000063,114.266409,295.323232,2,0.820202,0,0.004650885566,web,0
case_000064,6.395757,657.665166,2,0.86615,0,0.000362797164,in_store,0
case_000065,4.048787,822.822386,0,0.334658,0,0.003339474668,in_store,0
case_000066,21.629383,615.54574,2,0.837907,0,0.0009123343,in_store,0
case_000067,15.324466,588.161275,3,0.72167,0,0.002286876613,in_store,0
case_000068,34.131423,123.974457,0,0.745218,0,0.001572382444,in_store,0
case_000069,95.311535,604.769551,2,0.732887,0,0.004515789906,in_store,0
case_000070,19.237746,199.036983,0,0.526219,0,0.003756341009,in_store,0
case_000071,26.457461,1155.038278,2,0.680007,1,0.011898665221,web,0
case_000072,130.849772,1173.050709,3,0.609333,0,0.027399975097,mobile,0
case_000073,10.934233,2073.756472,1,0.785581,0,0.000395789542,in_store,0
case_000074,31.803669,184.805328,1,0.420712,0,0.014879171167,in_store,0
case_000075,33.836756,194.993195,4,0.952122,0,0.002324260564,web,0
case_000076,14.510183,94.873387,2,0.864415,0,0.001991292113,mobile,0
case_000077,7.192587,1373.019549,0,0.879125,0,0.000131541596,in_store,0
case_000078,133.427598,224.68572,1,0.876568,0,0.002062442361,in_store,0
case_000079,94.995677,704.51007,2,0.8656,0,0.001885462899,in_store,0
case_000080,17.887019,1588.09677,3,0.821476,0,0.001010105895,in_store,0
case_000081,18.243434,335.006962,2,0.690303,0,0.002461862311,in_store,0
case_000082,80.661205,1397.772057,3,0.862191,1,0.010854309796,web,0
case_000083,24.674364,277.565825,2,0.971225,1,0.002197915919,in_store,0
case_000084,107.138444,845.692008,2,0.854538,0,0.002655811972,web,0
case_000085,10.907821,1,2,0.615718,0,0.012670778437,in_store,0
case_000086,17.320227,238.160516,2,0.914322,0,0.000650392598,in_store,0
case_000087,37.284884,640.59837,2,0.76106,0,0.002049435104,in_store,0
case_000088,8.643477,663.301549,2,0.617306,0,0.002033384507,in_store,0
case_000089,23.323077,868.43116,3,0.6289,0,0.008988585142,mobile,0
case_000090,43.437639,1.663864,2,0.718365,0,0.014416378863,in_store,0
case_000091,20.712172,1951.888058,2,0.34711,0,0.013462726769,in_store,0
case_000092,20.778809,749.421213,2,0.752073,0,0.001436168288,in_store,0
case_000093,13.7738,91.171047,3,0.492296,0,0.015239493912,in_store,0
case_000094,46.02913,496.266297,3,0.796749,0,0.005707249754,mobile,0
case_000095,8.570642,1119.569042,4,0.669842,0,0.002742644686,in_store,0
case_000096,25.548722,6.806904,1,0.868641,0,0.002585168478,web,0
case_000097,31.016052,1016.506973,5,0.759628,0,0.00993854084,mobile,0
case_000098,25.381683,73.938116,0,0.524565,0,0.007679321167,web,0
case_000099,9.344127,333.869697,7,0.796405,0,0.006025438545,in_store,0
case_000100,65.206648,5.018731,2,0.811075,0,0.015783277342,mobile,0
case_000101,13.399003,1194.627902,3,0.280011,0,0.049458036545,mobile,0
case_000102,8.285787,15.5508,1,0.719599,0,0.002074715188,in_store,0
case_000103,51.297329,1339.126684,1,0.659004,0,0.004940952467,mobile,0
case_000104,122.291744,205.227828,4,0.626797,0,0.030117401174,in_store,0
case_000105,78.852587,21.533811,3,0.51522,0,0.057099137972,in_store,0
case_000106,11.574816,1288.378099,0,0.79762,0,0.000378240039,web,0
case_000107,119.118866,101.949257,2,0.894079,0,0.003196142903,in_store,0
case_000108,54.046343,163.318976,1,0.334865,0,0.066984800323,mobile,0
case_000109,22.459908,1169.26677,1,0.835757,0,0.001015363227,mobile,0
case_000110,94.239806,324.257772,0,0.460925,0,0.013288279918,in_store,0
case_000111,11.52224,1296.226383,0,0.557731,0,0.001684182431,web,0
case_000112,17.272661,552.699428,2,0.726787,0,0.003135797686,mobile,0
case_000113,13.248628,48.47095,6,0.51064,0,0.049896286579,in_store,0
case_000114,7.690294,1055.799597,0,0.90139,0,0.000128389036,in_store,0
case_000115,137.611163,335.116488,0,0.435292,0,0.019590276741,in_store,0
case_000116,42.367997,1145.189284,0,0.522371,0,0.003795090022,in_store,0
case_000117,106.903061,1254.918812,1,0.899106,0,0.001803597375,mobile,0
case_000118,81.693433,1430.516278,1,0.585897,0,0.006897041334,web,0
case_000119,28.669958,360.196923,1,0.877765,0,0.000669354935,in_store,0
case_000120,11.144233,1085.127525,4,0.9122,0,0.000913863741,web,0
case_000121,227.773898,188.614163,0,0.365803,0,0.060883791766,web,1
case_000122,128.733098,700.786223,2,0.60685,0,0.021727629446,mobile,0
case_000123,70.328211,754.522714,0,0.77785,0,0.00120267113,in_store,0
case_000124,40.633964,412.366811,0,0.7163,0,0.001484236572,in_store,0
case_000125,71.550053,265.781233,2,0.899827,0,0.002163219057,web,0
case_000126,227.451264,1133.340067,2,0.473143,0,0.041336904355,web,0
case_000127,45.454081,252.05043,2,0.531429,0,0.023989208275,mobile,0
case_000128,101.366942,672.395578,1,0.719277,0,0.003352545273,in_store,1
case_000129,6.643463,147.580019,2,0.954146,0,0.000330179026,in_store,0
case_000130,19.685123,1358.223645,4,0.96104,0,0.000891762368,web,0
case_000131,32.287317,614.613791,2,0.804575,0,0.001853235995,web,0
case_000132,32.30708,1339.907683,2,0.535235,0,0.006167539715,in_store,0
case_000133,162.028828,1272.440284,0,0.747983,0,0.002731151031,web,0
case_000134,46.080852,235.440457,2,0.92242,0,0.001145176766,in_store,0
case_000135,45.25033,55.227677,1,0.750511,0,0.004354749053,web,0
case_000136,7.049825,896.723808,0,0.818703,0,0.00021477496,in_store,0
case_000137,41.019813,904.461551,2,0.897843,0,0.001076457811,web,0
case_000138,34.121563,190.296783,2,0.825068,0,0.00184894575,in_store,0
case_000139,57.384471,696.250573,4,0.755525,0,0.0113424782,mobile,0
case_000140,10.257565,24.801549,3,0.684698,0,0.007200704397,web,0
case_000141,19.768398,744.191558,1,0.627554,0,0.002050145833,in_store,0
case_000142,25.473986,2919.298068,1,0.670344,0,0.001584638378,web,0
case_000143,17.394143,1102.617252,2,0.877353,0,0.000526029462,in_store,0
case_000144,5.594967,263.20029,1,0.699907,0,0.000838388738,in_store,0
case_000145,21.837537,118.264637,1,0.315874,0,0.032494785167,web,0
case_000146,32.212349,761.039365,2,0.524589,0,0.007746333264,in_store,0
case_000147,55.22126,522.112063,0,0.561588,0,0.008427061413,mobile,0
case_000148,6.269866,46.068214,2,0.616541,0,0.003673926883,in_store,0
case_000149,26.393308,6.473175,1,0.628724,0,0.017587857815,mobile,0
case_000150,25.592861,1199.581724,0,0.603994,0,0.00313554009,mobile,0
case_000151,17.596423,673.339774,1,0.643199,0,0.002286967242,web,0
case_000152,15.756154,738.516548,3,0.705884,0,0.003082450671,web,0
case_000153,28.642025,1505.62297,4,0.673309,0,0.006565924853,web,0
case_000154,3.006318,610.129868,3,0.720438,0,0.000916189686,in_store,0
case_000155,43.314379,358.084023,1,0.435045,0,0.013666419409,in_store,0
case_000156,21.063891,236.968118,0,0.832387,0,0.000717812841,web,0
case_000157,89.199632,283.327066,1,0.642177,0,0.006409280978,in_store,0
case_000158,37.5854,812.537485,0,0.823054,0,0.000595518005,in_store,0
case_000159,17.251031,894.890586,1,0.53157,0,0.00325079137,in_store,0
case_000160,174.177033,145.406741,1,0.77032,0,0.005381301232,in_store,0
case_000161,21.49651,76.237508,3,0.786563,0,0.003392476539,in_store,0
case_000162,136.225152,351.621671,3,0.89918,0,0.006665120042,mobile,0
case_000163,73.570966,268.65533,1,0.788022,0,0.004436992937,mobile,0
case_000164,9.668911,806.627167,0,0.784661,0,0.000630099993,mobile,0
case_000165,17.816318,209.377344,0,0.716354,0,0.001078689604,in_store,0
case_000166,8.776305,111.588786,0,0.522444,0,0.005419860806,mobile,0
case_000167,33.513652,504.005897,1,0.723036,0,0.001759562872,in_store,0
case_000168,12.608805,933.95059,3,0.822125,0,0.001218300727,web,0
case_000169,2.782316,884.000655,1,0.72541,0,0.000350235081,in_store,0
case_000170,18.422836,108.9011,1,0.514184,0,0.006933022088,in_store,0
case_000171,10.069686,722.694869,1,0.861096,0,0.000612168428,mobile,0
case_000172,29.726023,856.421592,1,0.271097,0,0.023061424999,in_store,0
case_000173,155.836772,304.240224,1,0.383645,0,0.05525884515,web,0
case_000174,42.137174,218.211511,1,0.507983,0,0.009868715481,in_store,0
case_000175,4.009489,283.702357,4,0.457324,0,0.010060703676,in_store,1
case_000176,66.413877,40.212873,3,0.686508,0,0.015354433787,in_store,0
case_000177,95.105734,387.06011,2,0.77845,0,0.003865007395,in_store,0
case_000178,10.181967,431.833985,3,0.852708,0,0.001653395754,mobile,0
case_000179,12.641332,425.668386,1,0.783533,0,0.000890148925,web,0
case_000180,85.193374,358.289459,2,0.668068,0,0.007316198463,in_store,1
case_000181,96.185289,1307.488857,0,0.762699,1,0.007128937246,web,0
case_000182,10.349689,455.088527,2,0.368953,0,0.015094103854,web,0
case_000183,86.981186,1768.724896,2,0.892263,0,0.001154140181,in_store,0
case_000184,20.564262,35.245534,3,0.566668,0,0.016058990467,in_store,0
case_000185,45.074075,231.643334,3,0.668122,0,0.010475789973,web,0
case_000186,104.761398,952.537824,1,0.72621,0,0.002963965064,in_store,0
case_000187,27.768328,209.856633,1,0.303994,0,0.034372235454,web,0
case_000188,12.682846,136.658011,1,0.578364,0,0.003473860499,in_store,0
case_000189,20.753066,12.086344,2,0.950617,0,0.001351706959,in_store,0
case_000190,57.217791,626.820626,1,0.540269,0,0.009264309461,web,0
case_000191,21.57856,237.01217,2,0.835627,0,0.002333174921,mobile,0
case_000192,35.966647,14.784939,1,0.815443,0,0.003636589322,web,0
case_000193,53.686983,327.126577,1,0.737105,0,0.002462968155,in_store,0
case_000194,40.347806,347.681841,1,0.815659,1,0.006404364324,web,0
case_000195,152.373916,178.806714,3,0.733929,0,0.012709624168,in_store,0
case_000196,92.591871,23.795886,3,0.700505,0,0.020096440219,in_store,0
case_000197,31.636137,69.363098,3,0.723294,0,0.008422961887,web,0
case_000198,5.237294,54.516076,3,0.752028,0,0.002016304052,in_store,0
case_000199,21.524474,133.951566,3,0.880151,0,0.001610382669,in_store,0
case_000200,66.957891,1153.289845,1,0.58107,0,0.005197565992,in_store,0
case_000201,6.330378,708.939542,1,0.886608,0,0.000209692631,in_store,0
case_000202,3.966075,43.577849,3,0.806608,0,0.001692703639,web,0
case_000203,53.561957,1984.073068,0,0.292728,0,0.019919879724,web,0
case_000204,15.892107,331.982429,1,0.936577,0,0.000329200884,in_store,0
case_000205,24.055347,338.307747,2,0.816171,0,0.00170522527,web,0
case_000206,10.560285,1991.086443,3,0.821446,0,0.000687676718,in_store,0
case_000207,73.421921,817.674678,1,0.772112,0,0.001852978868,in_store,0
case_000208,48.903057,764.138562,0,0.605494,0,0.002785163347,in_store,0
case_000209,38.483766,637.448749,2,0.851999,0,0.001523791195,web,0
case_000210,36.826636,98.768033,2,0.847359,0,0.002618560844,web,0
case_000211,4.977786,686.061108,3,0.824028,0,0.001151138416,mobile,0
case_000212,30.417926,84.158087,2,0.390982,0,0.040518641525,web,0
case_000213,30.277246,68.087933,0,0.399086,0,0.019022616476,web,0
case_000214,4.170971,594.839954,2,0.690872,0,0.000884877614,in_store,0
case_000215,9.522127,203.955602,2,0.865906,0,0.000642111428,in_store,0
case_000216,48.576045,931.787725,0,0.698792,0,0.001462957693,in_store,0
case_000217,75.512345,810.785272,1,0.528479,1,0.043275628067,web,0
case_000218,16.666266,990.930848,2,0.838971,0,0.000862454671,web,0
case_000219,37.963622,4.698191,0,0.696853,0,0.007150782899,web,0
case_000220,15.691234,871.129892,2,0.936924,0,0.000698108998,mobile,0
case_000221,15.533562,39.819306,1,0.77944,0,0.002049386925,web,0
case_000222,55.551686,1143.655611,2,0.784545,0,0.00368351209,mobile,0
case_000223,30.293794,746.127266,2,0.72833,0,0.002109799289,in_store,0
case_000224,8.948738,653.510528,0,0.486522,0,0.002150832916,in_store,0
case_000225,279.835789,347.446389,2,0.776706,0,0.010327095402,web,0
case_000226,23.130922,2458.134087,2,0.694206,0,0.001558929005,in_store,0
case_000227,273.414936,191.806442,1,0.714138,0,0.009407112308,in_store,0
case_000228,30.312749,433.386042,2,0.924589,0,0.000932128446,web,0
case_000229,8.587677,204.588214,4,0.42094,0,0.02094468537,in_store,0
case_000230,241.603727,132.531987,2,0.792649,0,0.011232837911,web,0
case_000231,114.394281,410.320354,1,0.82779,0,0.002126301013,in_store,0
case_000232,8.716091,354.42057,0,0.955988,0,0.000134851635,in_store,0
case_000233,137.445277,36.206297,2,0.781825,0,0.017953072141,mobile,0
case_000234,220.90831,256.742819,1,0.268715,0,0.109520282566,in_store,0
case_000235,25.948557,1335.789726,0,0.906077,0,0.000465215996,mobile,0
case_000236,9.402969,1634.188571,0,0.729192,0,0.000478453878,web,0
case_000237,19.147671,33.534795,0,0.854294,0,0.001544372297,mobile,0
case_000238,53.594897,578.442804,1,0.578456,0,0.005600258477,in_store,0
case_000239,4.663413,1743.138283,1,0.902635,0,0.000158485926,web,0
case_000240,15.689806,130.817653,2,0.675634,0,0.00414245231,web,0
case_000241,7.715206,747.348036,4,0.623191,0,0.00497857047,web,0
case_000242,43.25644,1245.646418,3,0.609727,0,0.007040765115,in_store,0
case_000243,59.295848,446.108492,1,0.705978,0,0.002911542944,in_store,0
case_000244,7.109926,78.00625,1,0.468466,0,0.005764918919,in_store,0
case_000245,19.311633,135.872672,2,0.769553,0,0.002020013228,in_store,0
case_000246,7.429039,5.395277,2,0.520098,0,0.013103321747,in_store,0
case_000247,70.871857,625.086943,1,0.851006,0,0.001536620178,web,0
case_000248,76.103171,269.231003,2,0.660396,0,0.009934779623,web,0
case_000249,144.983386,320.037439,2,0.679374,0,0.009896118819,in_store,0
case_000250,27.311051,645.490828,2,0.715373,0,0.002868826662,web,0
case_000251,10.608811,567.645956,1,0.728346,1,0.004206261802,web,0
case_000252,37.443688,1925.99344,0,0.76094,0,0.000681063688,in_store,0
case_000253,30.830571,647.153442,1,0.81368,0,0.000881640225,in_store,0
case_000254,381.901186,379.737671,2,0.872806,0,0.006775947696,web,0
case_000255,126.109507,1235.204488,2,0.893676,0,0.003084489467,mobile,0
case_000256,76.40484,161.537428,1,0.796468,0,0.002614076725,in_store,0
case_000257,91.639163,813.143042,5,0.987281,0,0.002681916349,in_store,0
case_000258,99.231639,759.703507,1,0.758337,0,0.004782201666,mobile,0
case_000259,10.684333,1180.02834,2,0.809899,0,0.001120593067,mobile,0
case_000260,39.926902,838.321504,0,0.585896,0,0.003456445289,web,0
case_000261,19.985381,1133.695199,0,0.421466,0,0.005717539551,web,0
case_000262,115.869918,231.390593,2,0.731634,0,0.012962876164,mobile,0
case_000263,13.69027,492.208098,1,0.4486,0,0.005629907924,in_store,0
case_000264,322.176477,360.003272,2,0.796513,0,0.007725703871,in_store,0
case_000265,17.273679,256.826209,2,0.736605,0,0.002472323187,web,0
case_000266,16.12992,131.231933,2,0.784793,0,0.001661196428,in_store,0
case_000267,18.252694,445.41713,1,0.530551,0,0.005317951786,web,0
case_000268,19.911728,156.916299,0,0.401033,0,0.008943175029,in_store,0
case_000269,98.673829,384.921329,2,0.38048,0,0.045681604159,in_store,0
case_000270,8.280162,79.449833,1,0.498819,0,0.0051810375,in_store,0
case_000271,65.324343,3613.329431,4,0.790716,0,0.00322112352,in_store,0
case_000272,12.672917,10.91242,4,0.74587,0,0.008049537225,in_store,0
case_000273,15.941955,254.236337,3,0.475905,0,0.025979276495,mobile,0
case_000274,15.112106,1906.474891,1,0.476117,0,0.003400401138,in_store,0
case_000275,46.843703,175.210163,1,0.710546,0,0.003193326108,in_store,0
case_000276,60.801915,402.181925,2,0.525076,0,0.02617400748,mobile,0
case_000277,42.614544,268.62104,1,0.679552,0,0.006156962811,mobile,0
case_000278,56.442098,1072.899124,1,0.600842,0,0.005398897717,web,1
case_000279,102.491418,1467.791217,2,0.432677,0,0.023409347219,in_store,0
case_000280,5.593334,449.385153,3,0.748962,0,0.001158108866,in_store,0
case_000281,64.26472,1191.447284,6,0.742991,0,0.016498521912,web,0
case_000282,67.857528,1124.908414,0,0.890754,0,0.000517012893,in_store,0
case_000283,80.330562,2242.854102,4,0.731983,0,0.007797673957,web,0
case_000284,58.253959,2515.384406,1,0.782158,0,0.001082340063,in_store,0
case_000285,118.495354,229.909249,4,0.719334,0,0.016242897808,in_store,0
case_000286,57.767473,308.685746,2,0.728076,0,0.005267108833,web,0
case_000287,65.277653,9.998903,1,0.803399,0,0.006350022142,web,0
case_000288,12.253001,60.72132,2,0.692833,0,0.003996346528,web,0
case_000289,82.353387,258.675214,1,0.834905,0,0.002416580721,web,0
case_000290,22.082925,1207.564733,1,0.631234,0,0.001864033078,in_store,0
case_000291,70.593163,1975.769225,2,0.593376,0,0.008070382452,web,0
case_000292,8.087341,318.746757,4,0.76463,0,0.00211534434,in_store,0
case_000293,132.844754,556.979148,3,0.437388,0,0.051268805077,in_store,0
case_000294,127.697868,897.983331,1,0.894603,0,0.00153766689,web,0
case_000295,27.637039,1222.536089,1,0.559583,0,0.004283147816,web,0
case_000296,33.325278,261.52001,1,0.886477,0,0.001463924245,mobile,0
case_000297,44.575259,948.260358,3,0.616437,0,0.007447977171,in_store,0
case_000298,4.232486,472.128776,2,0.779503,0,0.000548281036,in_store,0
case_000299,46.145045,253.456956,0,0.651092,0,0.003570405624,web,0
case_000300,8.027845,76.157198,3,0.403887,0,0.025724623922,web,0
case_000301,60.952093,592.259383,0,0.467961,0,0.015423932035,mobile,0
case_000302,157.555254,870.869825,1,0.913151,0,0.001232679886,in_store,0
case_000303,68.913159,607.812539,1,0.85431,0,0.001161270754,in_store,0
case_000304,77.099389,204.957652,3,0.753486,0,0.007011825703,in_store,0
case_000305,8.748642,124.287929,2,0.896839,0,0.001113073272,mobile,0
case_000306,4.591722,764.331931,0,0.871934,0,0.000163472986,web,0
case_000307,299.679071,1172.012533,1,0.801903,0,0.004396219545,web,0
case_000308,40.228503,261.091129,4,0.553368,0,0.028056481347,web,0
case_000309,22.467469,137.173613,1,0.79366,0,0.001285856533,in_store,0
case_000310,31.444437,2332.361637,2,0.92371,0,0.000587606281,web,0
case_000311,37.219609,333.073745,1,0.603841,0,0.004455535969,in_store,0
case_000312,65.504226,1068.65058,2,0.883844,0,0.001174566417,in_store,0
case_000313,112.906915,582.69294,2,0.472603,1,0.095437350566,in_store,0
case_000314,17.655567,322.11405,0,0.597825,0,0.002545559313,web,0
case_000315,24.841712,1389.639845,1,0.46681,0,0.005361973947,in_store,0
case_000316,26.537719,1773.686411,3,0.900028,0,0.000982183208,web,0
case_000317,12.259084,3554.212035,0,0.717444,0,0.000374372225,in_store,0
case_000318,28.537739,286.827475,1,0.876196,0,0.000720105415,in_store,0
case_000319,21.88163,160.324184,2,0.383486,1,0.153136258689,mobile,0
case_000320,83.150911,2063.947811,2,0.332065,0,0.043691182967,web,0
case_000321,52.897977,150.229477,1,0.700492,0,0.003839312494,in_store,0
case_000322,185.587924,1449.203871,4,0.465024,0,0.108075689129,mobile,0
case_000323,90.38383,136.233976,3,0.847841,0,0.004857683024,in_store,0
case_000324,49.055009,853.99472,2,0.633338,0,0.006372464346,web,0
case_000325,96.310245,1680.249708,1,0.877937,0,0.001185863609,web,0
case_000326,73.337148,175.620255,3,0.848483,0,0.003934121236,in_store,0
case_000327,150.36269,149.655973,1,0.249386,0,0.112354473798,in_store,0
case_000328,4.470963,493.395607,4,0.624343,0,0.003215446319,in_store,0
case_000329,59.318011,335.409472,1,0.613481,0,0.007211501335,web,0
case_000330,379.274333,1535.981407,1,0.634766,0,0.013332017099,web,0
case_000331,14.956514,410.284333,0,0.719564,0,0.001003081887,web,0
case_000332,34.615894,303.624796,2,0.796364,0,0.003726685365,mobile,0
case_000333,9.292024,1500.315682,1,0.830792,0,0.000297835297,in_store,0
case_000334,35.027394,114.600089,0,0.887934,0,0.000670741719,in_store,0
case_000335,16.917721,18.632519,1,0.416523,0,0.019759068731,in_store,0
case_000336,45.632377,67.439643,2,0.842896,0,0.003440639719,web,0
case_000337,29.922316,957.15186,1,0.387052,0,0.014074137979,web,0
case_000338,184.401188,741.490397,2,0.708079,0,0.007582878131,in_store,0
case_000339,122.239596,239.39858,2,0.861119,0,0.003118465929,in_store,0
case_000340,59.810162,641.488147,1,0.917948,0,0.000900922247,web,0
case_000341,63.793535,847.884605,0,0.901724,0,0.000646907009,web,0
case_000342,20.900963,935.479217,1,0.898458,0,0.000365795908,in_store,0
case_000343,127.266084,161.769251,0,0.702283,0,0.005649341619,web,0
case_000344,78.956222,353.57954,0,0.580194,0,0.005531244155,in_store,0
case_000345,25.100448,285.170016,2,0.88302,0,0.001212422443,web,0
case_000346,38.282446,194.682128,0,0.609198,0,0.004444421121,web,0
case_000347,3.253871,570.253831,1,0.756925,0,0.000352722858,in_store,0
case_000348,4.758458,2310.83755,3,0.846364,0,0.000358347749,in_store,0
case_000349,38.097905,353.214651,2,0.659452,0,0.004650310629,in_store,0
case_000350,66.241066,556.233831,1,0.648624,0,0.005372626109,web,0
case_000351,10.889726,48.189779,4,0.607623,0,0.021786019868,mobile,0
case_000352,81.145793,495.298699,2,0.874636,0,0.00178445387,in_store,0
case_000353,128.559481,1349.315065,2,0.822657,0,0.003179803161,web,0
case_000354,127.000711,354.533081,1,0.841899,0,0.002788337572,web,0
case_000355,53.892726,313.363448,2,0.93496,0,0.001076757274,in_store,0
case_000356,130.29161,41.867888,1,0.723668,0,0.008517684735,in_store,0
case_000357,16.517578,6.028588,2,0.59993,0,0.012459869165,in_store,0
case_000358,9.918827,372.503121,2,0.747592,1,0.005990154273,web,0
case_000359,6.271559,350.429368,1,0.692441,0,0.001105601144,web,0
case_000360,11.932425,486.215974,1,0.494922,1,0.029517560509,mobile,0
case_000361,138.899026,50.38737,0,0.899935,0,0.002440344703,web,0
case_000362,7.355628,1329.196879,5,0.81704,0,0.001812058363,web,0
case_000363,29.938041,658.418263,1,0.772799,0,0.002127142535,mobile,0
case_000364,75.016145,263.677062,3,0.746631,0,0.01272961349,mobile,0
case_000365,18.449569,3940.530409,1,0.652581,0,0.001034624527,in_store,0
case_000366,35.279802,693.085417,1,0.84868,0,0.000756146618,in_store,0
case_000367,110.771367,241.517676,1,0.405346,0,0.033002574017,in_store,0
case_000368,88.347593,86.889602,2,0.600171,0,0.021840223915,web,0
case_000369,16.046737,2003.308742,1,0.701346,0,0.001632631653,mobile,0
case_000370,85.955932,187.221973,1,0.437964,0,0.024825731636,in_store,0
case_000371,30.300729,468.369294,2,0.848825,0,0.001139053428,in_store,0
case_000372,45.89697,230.362786,3,0.812698,0,0.003372779943,in_store,0
case_000373,8.164763,2235.166474,4,0.7527,0,0.002488370387,mobile,0
case_000374,110.602793,1149.998303,1,0.858009,0,0.002443316744,mobile,0
case_000375,4.731078,1793.393143,2,0.523528,0,0.002502445971,web,0
case_000376,34.180107,450.479695,2,0.771599,0,0.002012267038,in_store,0
case_000377,31.478326,355.110835,0,0.651997,0,0.002528965536,web,0
case_000378,10.7851,16.772925,1,0.533361,0,0.00968236559,web,0
case_000379,27.661847,200.903603,0,0.45336,0,0.007379256497,in_store,0
